index,rating,review_text,Location,Room,Cleanliness,Service,Facilities,Food_and_beverage,Price,Safety
25734,9,"The only downsides were that a few of the reception staff were not so friendly as Suhail, and we would have appreciated a bathmat in the bathroom. Nevertheless we would highly recommend a stay in this hotel.,

We enjoyed our stay at the  Century Hotel from the 12th to 18th February.  On arrival we received a very friendly welcome from Suhail. He explained that since we were early, he would check if a room was ready and asked if we would mind waiting for 5 – 10 mins. After a very short time he was able to give us a key card and told us that we would staying at the 9th floor where they had just fitted new showers and mattresses. The room was clean and tidy and the beds were very comfortable.
The breakfast was particularly  good for a budget hotel:  good choice of hot breakfast items, healthy options, and nice Flemish breakfast items and plenty of fresh fruit.
A little research shows that the hotel was built in the 1920s for the Antwerp World Exhibition in 1930. On the first floor there’s a long nice breakfast room overlooking the iconic central station.
The hotel’s position in very central to the tourist and shopping attractions that Antwerp has to offer. The staff at breakfast and room cleaning were very attentive and friendly.",1,1,1,1,1,1,1,1
23965,6,"I regret to have noticed that the tables were not cleaned well (with the hands only) nor desinfected for the next customers.
Only one young boy had to arrange everything alone for breakfast, some moments really to crowdy and busy, he should have assistance by a second person all the time. He was not able to follow-up in time what was needed or refilled constantly.,

Sufficient choice at breakfast. Very friendly cleaning personnal.
Most staff being correct, one male member nevertheless found it important to express his personal opinion that I was not allowed to read my newspaper for some moments in the facilities downstairs while it was even empty, using the very weak excuse that this was meant to be a restaurant. I wonder who will come eat anyway, where the Belgian government has meanwhile decided to close completely for one month all horeca facilities! Anyway, I have never been prohibited to read whatever in the lobby or what so one, I am a client so what? Onlly allowed to sit in the room???
Adding as well that 2 of the 3 evenings, there was a blackout of the electricity system, so at least one hour no television and no light in the rooms. But you can not read downstairs ....???
Stay a little bit reasonable please.",0,0,-1,-1,-1,0,0,0
13474,4,"When we arrived we were shocked that they were still working around the houses. This was nowhere mentioned and we came to have some peace and quiet. We couldn’t sleep in because of the construction noises, we got a beer to compensate that but that doesn’t compensate our sleep. When we arrived the room was dusty, seems like it wasn’t cleaned for a while. We got dish washer tablets but we didn’t have a dishwasher. No soap to do hand dishes. There was a lot of light coming through the door which was very annoying. We couldn’t turn of the lights outside of our own door. When we wanted to shower we had ice cold water, we had to turn on the boiler ourselves. There was enough space to hang a TV to watch from bed, but there wasn’t one. The bathroom was without a door and the lights were terrible. We also had a huge stain on our bed sheets. Seems like the list is endless because it was! And oh, its a 20-25 minute walk to the beach, its not less than 1 km as advertised, it’s 100% more. ,

Parking was free and close to the building. We could check in contact free.",-1,-1,-1,-1,-1,0,-1,0
16021,8,"We travelled for my partner's anniversary: I booked a superior room and I wrote to the hotel to double-check that we have a nice room. However, the room we got looked a bit basic and had no bathtub, which is challenging with a young child. The furniture was quite shabby and we had two extra beds that we didn't need. I would have preferred if they wouldn't call this room 'superior', but rather a 'room with a view' and paid more attention to clients' requests especially if someone comes for a special occasion. In general I found other reviews suggesting that the food is overpriced and rooms in the castle quite basic to be accurate. Nevertheless, the location makes these things not too important if you want a relaxing long weekend in a family-friendly place.,

The surroundings are gorgeous and it's an excellent place to stay with kids. Playgrounds, games and activities are also very helpful if you travel with children. Staff was very friendly and we had a nice view from our room. Baby cot was available for free. They made an effort to make some food availble to eat in the rooms due to Covid measures and a small shop with free coffee and snacks to buy. A kettle in the room was also very helpful.",1,0,1,1,1,0,0,1
19234,3.8,"the hotel was on construction, we didnt know about it. if i knew i wouldnt book it, cos i was with my little son, i dont like he breathes the dusty air in the hotel. the staff seemed very unexperienced. one time she called for taxi, and she didnt inform us about how long the taxi will come, we were outside waiting, and after 15 minutes i went back to reception to ask, and she called the taxi, it took him another 10 minutes to arrive. 
during breakfast, there was one lady looking after everyone. we had to wait to be served, i think after 20 minutes she came over to take our order. they dont have open buffet which wasnt convenient. the options were very limited, and not the best quality. 
there were workers on our floor all time, as the construction was going on during the day. they had their industrial cleaning tools and machines on the hall way just left like that. 
so the money i paid was definitely way too much to our experience.
yes, room was nice and spacious. thats the only part i enjoyed.,

the location is really good. within a few minutes you are on the main shopping street, which is the centre of the city.",1,1,-1,-1,-1,-1,-1,-1
3911,4.6,"staff is not enough service oriented and too slow. they are not striving for excellence. we had ants in the room. they came to check it. they would send somebody afterwards. after half an hour waiting we called reception and the receptionist came herself to offer us another room. same type. 
afterwards we went to the spa, it was dirty(20:30) and the sauna was not hot. we called reception and they said they could not change it while there were at least still 20 people in the Spa. At 20:30 temperature starts already going down while it should close at 23:00. 
We paid a lot of money (266€ for one night - basic room). this is not the quality you expect for a 266€/night hotel.  the food in the restaurant is also not top. They make mistakes with tables, they forget a part of our order even. 
Don't take the desserts, its a trap and too low quality for this kind of hotel. nearly not eatable.  (paris-brest or chocomousse).,

nice environment, nice setting but service level is not according to the standard of the hotel. at first sight, service is good, but the finishing is bad, they are not accurate/precise. they forget things and are slow.",1,-1,-1,-1,-1,-1,-1,0
8122,9.6,"Not a problem for us but if you can't manage stairs the main bedroom is 3 floors up and you may have difficulty if you have large suitcases. It would have been nice to have a washing machine and dryer. If you are short you may find it hard to reach some of the dishes on the shelves.,

A beautiful place to stay. Easy to access with the lock box to enter the house when we arrived as that was a lot easier for us than trying to agree on times as we were travelling and had no mobile phone access in Belgium.  Great not having to carry keys. Lots of room with the bedrooms on 3 floors and 2 bathrooms. Nice setting with the garden, lovely decor and easy walk into town with the car parked close by.  We were travelling with our adult children. Plenty of space for everyone to relax. Everything you needed in the kitchen. We didn't met our host but everything was emailed and no problem communicating this way as we got replies very quickly. Don't forget to print or keep the emailed instructions about how to access the house before you leave home. We would definitely recommend Blossom and Bloom as a place to stay in Bruges. We stayed for 3 nights and could have stayed longer.",1,1,1,1,0,0,1,0
18179,5,"No welcome when you came in. We were early,  we asked when we were able to get into our rooms, were told 3 PM. Came back, had to wait 20 minutes to be seen. No welcome. Then told that only one room was available and that the other employee was ""stupid"" to have told us otherwise.  Parking situation was also not explained although it is worth code and away from thehotel. My bathroom smelled funny. On the third night , after it got hotter outside I had to hold my breath to go in there. Smelled like sulphur. It was better in the morning,  but when I asked for a different room, they simply denied that there was a smell although a young woman who went with me to my room initially said she had smelled it before and could smell it now. While we were at breakfast they sent in someone else and then called to tell me that there was no smell. We left two days earlier than planned as I didn't want to inhale whatever it was for two more nights. There are also an untold number of awkward stairs in the hotel which my elderly mother struggled with. I would not recommend this place to anybody.,

Breakfast was good an the breakfast staff was very nice",0,-1,-1,-1,-1,1,0,-1
5748,9.6,"My bus got to bruges way to early (5am) and i went straight to the hostel, immediately i got there i saw the sight saying that the property is locked until 6 am so i decided to wait. It is necessary to mention that it was really cold and it was raining a little bit, maybe for people from Bruges that the normal weather but for me it was really cold. Someone came like 5 min before 6 and i explained the situation and i asked her if there was any place i could stay before checking in to protect from the rain, she just answer...""there is not place for you to stay until 8 am""!!! I was completely mad because i never asked for a room or something like that!! I was just looking for somewhere not to get wet!! I asked her if i could leave my luggage and fortunately she said ""yes, the looker room is downstairs"" at least i didmt have to carry my bags to the bus station for 30 min again.,

After all my issue i had a good stay, the other people in the lobby were really friendly, the place its super nice and clean! The breakfast was really good even if it was just cereals and bread.",0,1,1,-1,0,1,0,0
13481,8,"It would have been nice to have had a double bed rather than two single beds pushed together. It would also be good if there was a proper oven at the property rather than a portable oven which did work adequately but not sure if we would want to cook a roast dinner in it plus the manual isn't  in English which made it tricky. There are also several flights of stairs at the property which would potentially be tricky for less mobile individuals.,

The location of the property is excellent as it is a few minutes walk from the centre of Bruges and as it is down a side street the noise is minimal. The property has a garage which is ideal if you are travelling by car; we have an Audi a4 and it was big enough to accomodate this. The property is very spacious and there was plenty of room for the two of us! All of the rooms were of a good clean size and it was very handy having a kitchen which meant we didn't have to eat out. The property is warm as we travelled in December to the Christmas market so we had to use the central heating. Nadia met us at the property on arrival and her local knowledge was helpful. We would definitely stay here again without a doubt.",1,1,1,1,0,0,1,0
2488,1,"The hotel staff were extremely dirty. I went there with my family for xmas holiday. my daughter dropped her hairband on the toilet floor so I put it in the bin in toilet. when came back to my room after cleaner cleaned it, I saw she put the hair band next to the tap on the sink in bathroom so I put it back it the toilet bin and of course lots of dirty toilet roll after wiping ourselves was added inside the bin on top of the hairband. the day after when I came back I noticed the hairband is on my cloths in the room!!!!!! how dirty, untrained with no logic and incompetent can someone be??
I worn disposable gloves and took the hair band to talk to a manager. Shocking. even though the so called manager heard me and obviously couldn't be bothered and even though she saw me wearing disposable gloves to hold the dirty hairband, she just took it from my hand and put it on her desk. so I mentioned to her that now her desk has contaminated but didn't look like she cared. Food was very bad. my partner got sick after eating the burger in the restaurant. I advice anyone reading this to avoid this hotel at any cost.",0,-1,-1,-1,0,-1,0,-1
13118,9.6,"Only negatives I can think of is that the stairs were quite steep leading to the apartment, so if you have trouble with mobility be wary of that. A bit out of town but didn't bother us, you could walk to the centre in 25/30 mins. Last minor thing is that the curtains need to be thicker in one room as the sun lit the whole place up, some people like waking up with the sun but after many beers its not ideal!!  I'm nit-picking of course,

The apartment was fantasic. Great open plan living area with comfortable sitting space, dining table leading to a great kitchen that opened up onto a spacious balcony, great to sit and have a tasty Belgium beer that Martijn so kindly left for us. Bedrooms were extremely comfortable, as was the bathroom, with literally the biggest single shower I have ever used (and it was powerful)! Martijn was a great host, very friendly when meeting us and he has made a little tourist book with helpful tips (best bars in Ghent the number one of importance). He's done a great job!!! Taxi only 8.50 euros in the day and 11 at night to get straight into the centre of town. A really great place to stay!",0,1,1,1,1,0,1,0
203,4.2,"Upon arrival at the room after check-in, the air conditioning did not work, the wifi either and the small existing refrigerator did not either. I mentioned it to the reception but they could not give any solution, I had to use a personal network cable to connect to a wall socket and thus be able to have internet. Towards an unbearable heat and with the air conditioning not working could not be in the room, for which I had to open the balcony doors throughout the night, resulting in the entry of mosquitoes that ""fried"" me to bites all the night. I do not find it acceptable, that having booked a suite, upon arrival there will not work main services such as air conditioning and wifi. These things should be checked before offering the room in web portals. The direction of the hotel the first night remained totally passive, and did not react until the next day. To my understanding too late. Any excuse then does not solve anything.,

Friendly staff, but not too resolutive facing incidents. The existing restaurant has a varied menu of elaborate dishes. Existence of a park in the facilities, although yes, to get to it has to go through a door and a fairly narrow corridor, be careful with it.",0,-1,0,-1,-1,1,-1,0
11906,7,"We booked the double room with spa bath specifically because of the spa bath. We went above budget for this specific luxury. However when I was about to enjoy this spa bath, the lightning as well as the different functions weren’t working properly. Then when I used the double function, a lot of dirt came out of the tiny holes and all of a sudden I sat between what looked like pieces of old dirt. We asked the staff to come have a look and they did, but the language barrier made it impossible to work it out, so no spa bath luxury that we looked so much forward to. Afterwards the bath came ‘alive’ (accompanied with an awful smell and a lot of noice) on it’s own twice (!) ones in the middle of the night and ones in the morning. Would’ve of liked to see this differently obviously. Slightly dissapointed as you may understand. ,

The staff is very friendly, the hotel is modern and very very clean (this was a big big plus overall except for the spa bath!). Looks brand new even though I think isn’t. Really liked the big bed and room. Location is also a plus! Good wifi connection.",1,0,0,0,-1,0,0,0
22489,3.3,"I did a booking and choose a single room with twin bed, as you can prove and shows in my booking confirmation, for my surprise the hotel gave me a terrible room, with a really small single bed (I even took pictures, was ridiculous!), in which I could not move for not to fall, it has been a scam, I have claimed the hotel and they have not cared in the least. If a claim were possible through you I would appreciate it, because I feel you have been robbed, what booking.com offered me and for what I paid was not what I received,

location was good, but I did a booking and choose a single room with twin bed, as you can prove and shows in my booking confirmation, for my surprise the hotel gave me a terrible room, with a really small single bed (I even took pictures, was ridiculous!), in which I could not move for not to fall, it has been a scam, I have claimed the hotel and they have not cared in the least. If a claim were possible through you I would appreciate it, because I feel you have been robbed, what booking.com offered me and for what I paid was not what I received",1,-1,0,-1,0,0,-1,0
17856,9,"In the room - only the synthetic curtain in the bathtub - if it gets damp, it is a bit unpleasant. 
I did not understand the system of guarantee and did not have a credit card, but fortunatelly, I did not have to provide one in the end (until now, I don't understand what I was asked for and why).,

I stayed in Bloom several times 10 years ago in 2009 and I was delighted to return and find that everything was more or less the same in 2020. I liked unique decoration in each room, it is certainly refreshing to find such concept. The rooms are reasonably large, have everything one needs especially for short stays (tea, coffee etc.), and the breakfast is great. And I felt that the price has actually dropped in comparison with the high rates I was used to from the past. Close to the metro station (Jardin) Botanique. I loved it back then and still like it.
(I did not find the rooms in particular ""need of renovation"", they were just fine and good value. I am actually a bit sad that the artistic decorations may be gone fafter the planned rennovation this summer and the place would become more ordinary.)",1,1,1,0,1,1,1,0
6582,5.8,"We booked in at 3.15pm and at 4pm I reported that hardly any of the lights in our room were working (just the one by the door) which was very inconvenient. I was told that both the maintenance man and the hotel manager had already left for the day (which seems crazy when people book in after 3pm!). The reception guy (who had a definite air of acting like he was better than everyone else) said he’d report it to be fixed the next day. Apparently there were no other rooms available for us to move to. He said he’d change the bulbs that afternoon. 
It was not fixed that day, nor the next. There was no apology and he clearly didn’t care. It was my 50th birthday trip and this spoilt it for me. There was no attempt to compensate for the disappointment.
We also couldn’t open/close one of the curtains (it was stuck half way) so I slept very badly as the light came in in the morning.
There was also a LOT of noise from other guests.
The room was tired and tatty.
I would not stay here again.,

The location is great - close to the station and very close to the Grand Place",1,-1,-1,-1,-1,0,-1,0
6124,4.2,"This was a very awkward experience! We only had SMS contact with the host. She did not respond to numerous calls and SMS messages when we were waiting for about half an hour in front of the door to be let in. In the end we sneaked into the building – following the cleaning lady? -  and found the front door of the apartment wide open. We found the keys to the apartment on the dining table with some instructions on a piece of paper. At that point we got an SMS with the code to the front door at street level to let us in – about half an hour after check-in time.
It was cold (18 degrees) in the apartment but we could not get the heating to work. Although the thermostat was a simple device we got instructions – via SMS – on how to operate the thing. This text-conversation lasted about 2 hours and meanwhile we decided to look for warmth in de city while trying to get help from the host. She then committed to put two small heaters in the living room. These were barely sufficient to increase the temperature by 1 degree after 2 hours. A very cold experience and we will never go back.,

The interior of the apartment was spacious although without a soul.",0,-1,0,-1,-1,0,0,-1
7890,9,"There was no wifi in our room and no cell service either, which wasn't terrible since we were trying to get away from it all anyway!  It would have been nice to have coffee or tea in our room as it gets dark early and nothing is open due to COVID so we spend more time in the room than we normally would have.,

The room was large and nicely appointed - a small sitting area, a small table and chairs where we had our meals (which were delivered to our room), a very comfortable bed (and comfy pillows, which is a first for our travels in Europe!) and a large shower and separate toilet.  We booked the suite and it had a large sliding glass door that opened onto a small deck (it was too cold so we didn't sit outside).    The grounds were lovely, even in winter.  There was a path that led from the property and went around the lake, and there were secluded areas on the property where you could sit and take a meal or just relax.  The host and her family were very friendly and our dinner and breakfast were wonderful!  She didn't speak English and I only speak a little French but we figured everything out just fine!",1,1,1,1,0,1,1,1
10071,4.2,"Room was poorly maintained with some electrical wiring terminated using tape and left hanging, carpet had seen better days and it appeared one of those days involved significant fluid loss.  The furniture in the room and around the hotel was great and i would applaud loudly if i felt they were really going for a shabby chic look, the shabby unfortunately only a side effect of poor maintenance and upkeep.  Bathroom was in good order but had been decorated as if in a holiday inn express not an old country house, disappointing.,

Greeted quite grumpily on arrival, i almost felt i should apologize for having disturbed them.  Location is great, the building is fantastic but unfortunately not well maintained or cleaned.  Staff were very helpful when cornered, otherwise they were more than happy to ignore us.  Restaurant and bar only open about 50% of the time, both closed the day we were there.  The room we had was very spacious with comfortable beds and linen, bathroom was relatively newly refurbished, but not in sync with the aesthetic of the rest of the building.  Staff did speak English which was helpful and we were directed to nearby Brasserie Dampierre for dinner which was pleasant but expensive.  The Hotel building and grounds deserved so much more than was on offer.",1,0,-1,-1,-1,0,0,-1
21732,4.6,"The hotel lacks soul and the rooms and decor  are tired looking and outdated. Tile floors in the rooms make it cold and unpleasant. In fact, heating was off and the room freezing when we arrived, which definitely doesn't make for a welcoming feel. And about feeling welcome, there's a warning at every wall or in the lifts or at breakfast: hospitality does not in any way seem to be on the owners' /managers' minds at all. Towels are washed out grey or yellow, rather than white. The mattress felt like cardboard and foam blocks serve as pillows, preventing a good night's sleep. Breakfast was meagre with low quality cold cuts and cheese, old bread and a lady (owner?) shouting after you where stuff is, therefore not allowing for a quiet, relaxing breakfast (it's not included anyway, so you're better off going somewhere nice). Having travelled a lot, we had a laugh with how bad the hotel was and we only stayed 1 night, so it was doable. But it baffled us how a place like this can have 3 stars. ,

The hotel being situated on the river side, close to the cute old town really is it's only good point.",1,-1,-1,-1,-1,-1,0,0
5202,9.2,"Since our room was in the last building, the internet connection there was bad. Nearly useless. But the coverage in the lobby and other places were decent, however, speed was not great.,

Best Hostel I've ever been to so far. The cleanest, most comfortable and relaxed hostel I've ever been to. Our room was very big with just 4 beds. Other hostels put at least 12 beds in the same room. They cleaned rooms, corridors and everything, every day. The place even smelled good. The lockers in the room were so big, you could fit a human inside. With 3 shelves, 3-meter height, there is nothing you can't fit in. The locker room for storing your bags and suitcases after checking out was also free. No need for padlocks as all lockers has digital lock. Staff were super friendly, fluent in English and so helpful. Good breakfast included with cereals, cheese, bread, peanut butter, chocolate, milk, coffee, juice and oranges and apples. Very big kitchen with lots of kitchen appliances, 3 stoves and spices. The atmosphere in the bar/common area was so good. Every night live music. This is a place I will definitely go back to.",1,1,1,1,0,1,1,1
23275,8.8,"The rooms only had one mirror in the bathroom, no full length, I was traveling with my adult daughter so this made it more difficult to get ready.  The other problem was there was no good place for our suitcases. We ended up using the desk chair and the desk because the shelf was to thin to hold a suitcase. I could only put my suitcase on the desk sideways. I think installing a full length mirror and at least one folding luggage rack would be a very inexpensive improvement. There is no air conditioning that we could control so we had the windows open. But it wasn’t very hot so that was ok. I’m not sure if there is any type of air conditioning, so I’d check that out if you are staying during summer months.,

Very nicely decorated, extremely clean and you could easily walk to places. We did not purchase the breakfast but we did eat in one Italian restaurant around the corner that was good. The internet was in our room was strong. The shower was fantastic and it was one of the few rooms I’ve stayed in in Europe that knows how to put a door and a lip on the floor to prevent water from leaking!",1,0,1,0,0,0,1,1
11224,8.3,"I don't have any adverse comments. The Hotel is at Budget level, but everyone was helpful and pleasant, and the room was good value for that area.,

New Matinal is in the central square of La Louviere, and adjacent to the underground car park and other amenities. The Hotel has been refurnished, and the rooms are themed and well appointed, but small. They have paid attention to sound insulation, and the only noise after hours is a buzz from the bar downstairs. The shower room is basic, with a small 'timed' shower cubicle but it is modern. The bed was comfortable with power available by the bedside. There is no air-conditioning. Breakfast is in the bar on the ground floor and is a good selection of local bakery, good fruit juices, fruit, and fresh good coffee from an espresso machine! Entry to the hotel is by key-card and is secure. There is no lift. Our room had opening windows which provided fresh air and no noise. This part of Belgium is very French, and English is not spoken everywhere. There is a good selection of restaurants in the town; Chinese, Greek, Brazilian, (see photo), Italian, Pizza, and 'local'.",1,1,1,1,0,1,1,1
10171,6.7,"We were supposed to pay upon arrival, but were charged the full amount a week before we arrived - not a pre-auth, an actual charge. We contacted Booking.com about this and were told they payment details listed for ATW apartments were incorrect and would be changed. The hosts spoke no English and we had to attempt to communicate in what little French we knew, which was a bit tricky. The apartments are located next to a strip club, so it can be quite noisy. There is a bit of a mosquito problem, which meant we got really badly bitten on our first night and had to close all the windows for the remainder of our stay, which made it very hot. Not everything that is listed is included and it sounded like a family of elephants were staying above us, as we could hear them stomping around constantly.,

Good sized apartment that is centrally located. The lady that checked us in was very friendly - she made sure we had everything we needed and even went as far as to show us how the TV worked and go to get fresh batteries when she realised the ones in the remote were dead. Check out is very easy, you just leave your key in a box and go.",0,0,0,0,-1,0,-1,-1
8810,7.5,"Most of the staff (reception, lobby bar, doorman/bellman, pool staff) were not friendly at all, not smiling. In the morning of August 23, we were passing by the lobby bar and we (!) greeted the waiter who was picking up candles from tables. He responded back without even turning his face to us. 2 bellmen were not smiling, as well as the pool guard. At 21:58 I asked him when the pool is open till tomorrow, he responded: “We close at 10 pm” (I spoke Russian, it’s my mother’s tongue) and looked very serious and sort of impatient. I got an impression he wanted me out of the pool ASAP. There were a few staff members who were friendly, but overall my family and I were shocked by the service... At the time of check in I paid with my credit card and I was not even offered to leave a deposit. I had to come back next day and do it just in case... Your service is not up to the world’s standard. Too bad!,

The room was very comfortable, clean and spacious. Room service was efficient. I really liked your spa facilities.",0,1,1,-1,1,0,0,0
15927,8.8,"The families room 303 loo washroom / shower was a bit too cramped.
Could have done with a room fan for the hot sticky night, should have asked really,  my mistake.
Would have liked to have been able to book in earlier than 16:00 hrs, however booking out is 11:00 hrs.,

The room it's self was clean and tidy with little to no out side noise heard. There's  kitchen extractor flume close to the window... We had the room window wide open all night, with no problem or kitchen smells.
Being the upper / top floor it's was lovely and  quiet, we didn't really hear any other guests on our floor or using the lift. Rooms dosnt really have a view of the towns square as it rear facing... 
A cracking guesthouse / hotel which is located within the main square. 
The breakfast was amazing with an excellent selection of breakfast items. This is a continental  breakfast with ample fresh fruit,  meats, cheese, salmon, jams, spreads, 3 different types of fresh bread rolls as much tea, coffee, orange juice and water to drown yourself in, with the benefit of cooking your own boiled eggs also the opportunity to have fresh scrambled egg and bacon.",1,0,1,0,0,1,0,1
372,10,"The bathrooms are very nice, but the design of the shower is poor.  Although very clean and spacious, the water leaks out.  The towel mat on the floor would be soaked with water.  Not a reason to not stay here, but just some feedback.,

The location was great.  Only a 10 minute walk to the train station, which was nice, as we visited many other areas throughout our stay.  Easy to find with free map you can get at train station ticket area, as it is a hotel actually listed on the map.   Also, the neighborhood was nice - felt safe walking back at night.
A bank to get cash was a short walk away, too.  It is decent walk to city center, but there is a tram.  We enjoyed the walk, so not an issue for us.  The room was spacious and very clean.  Loved the fact that you can open the window, especially after a shower to let out the steam and get some fresh air.  Train nearby was NOT an issue.   Very quiet.  Lovely grounds.  Hotel is being renovated, but not an issue.  Management did a great job working this. Would recommend this hotel and would stay again.",1,1,1,1,0,0,0,1
19809,9.6,"(These things were very minor and didn't affect our stay at all, I read some of the bad reviews here and luckily we didn't experience anything near that bad. Maybe we were just lucky?)
We drove here using a van and could not get a parking spot in the hotel, the van was too big. However, this was easily solved as there are many public parking spots around.
Tea and coffee are only provided in the lobby and not in the room. You have to buy tea and coffee yourself if you want to have it in your room (or go down the lobby to get it and go back up to your room again).,

The staff were super friendly and very helpful! For 6 people, we booked a studio apartment (1 bed & 1 sofa-bed) and a standard room (1 bed) but upon checking in to the hotel they gave us 3 standard rooms instead! We were lucky there was an empty standard room and the staff was really kind to have offered us the room. We didn't book the room with breakfast but we were able to cook in the room and made our own breakfast easily, the kitchen has everything you need.",1,1,0,1,0,0,0,0
8095,4.2,"Our 2 night stay in Brussels turned out pretty catastrophic:( We arrived quite late and were given a room - with no working heating, and it was below zero outside, so room temperature must have been around 10 degrees or below... We weanted to change the room but were told that the hostel os overbooked. Next morning, frozen as hell we tried to change the room which turned into a joke. First room we were given was cold w/o heating, next one had ppl in it etc... Ths staff was pretty friendly but adamant about no refunds... I tried to argue that there should be a refund if they fail to deliver a basic service... In the end after like 1-2 hrs of hustling we were finally given a room with heating on. There was no heating in the shared bathroom though and the room was sloppily cleaned, but at that point we did not care... Bruegel was far from cheap a price close to a hotel without basic service top back it up. So worst stay ever unfortunately.... I never thought this can happen in an European capital - hostel without heating at winter time....,

The location is really good, close to all sights and next to a nice church.",1,-1,-1,-1,-1,0,-1,-1
23975,10,"Everything was perfect.... ,

The apartment was beautiful with nice taste in decoration. Specially the live flowers that I loved to water every afternoon. 
The kitchen fasilaties were perfect and we cook many times and for many people...
The space was grate, and the beds were very comfortable. We had the best sleep in all our stay.
The owner gave us an extra key and a free parking space, and together with all the tips for, locations and places to visit and where to buy breakfast or supermarkets and bakery shops etc, I think she is a super host...
The wifi code is the smarter code we have ever seen and we all noted this. 
In general, 
Beautiful apartment with a nice touch and a quiet neighborhood. Easy to find and not far from the center. 10-15 minute walk and you can have a look in many historical monuments and many sightseeing...
The parking is easy to find, safe and with very small cost per day. (6€-24hours)... since we had a 2nd car that did not fit in the free parking space miss Sabine gave us
Gent is a destination everyone must check out, and 1,2,trois...Le Roi apartment is the place to stay.....
Excellent.....",1,1,1,1,1,1,1,1
12948,9.2,"Be prepared for the 2 flights of  narrow steep curved stairs to the apartment. The breakfast is, as expected, a ""do it yourself continental"" type but without cold meats or cheese. (Milk  sachets, orange juice, nespresso coffee, (a few) tea bags, white bread , jam, water, cans of coke, butter, 2 large bags of crisps and a tray containing assorted chocolates, cakes, sweet & savoury biscuits is provided).,

The apartment is spacious, modern inside, well lit, very comfortable, beautifully furnished and equipped. The quality of towels,bedding etc is high. BBC1 and 2 are available on the TV as well as assorted other channels. WiFi signal is strong. Nadia was very VERY helpful about collection of the keys and our arrival plans. The location is ideal for the Expo centre, Atomium and Mini Europe attraction nearby. To reach the centre of the city use  the Metro or Tram system both of which are easily reached from the apartment.  There are 2 large supermarkets a 10  minute walk away, plus a fruit/veg/ small supermarket a  5 minutes walk away. We enjoyed a meal in the very good Italian restaurant just around the corner.",1,1,1,1,1,0,0,0
3897,2,"There are no toiletries in the room, which is expected of a 4 star hotel. A sign in the bathroom welcomes guests to take a stroll to the reception (not that close in this colossal hotel) and to inspire them with toiletry requests. However, when we asked at the reception for a bar of soap, the receptionist searched for a minute and found out there wasn't any. He came back with conditioner...
There is a minibar in the room, but it's empty. Here too a sign that encourages us to inspire them...
The quality of the food in Restaurant Argan is disappointing and overpriced. A glass of wine for €9 but nothing special. These are prices of a high end hotel in Amsterdam.
At the bar time has stood still. While the entire hotel's design is unwelcoming, the bar looks like East Germany during communism.
I am a tall person, just under 2 meters. The ceiling in the wing where our room was located, was just over 2 meters, so my hear was scratching the plaster.
The price of breakfast was the most shocking: €38,

The location of the hotel is excellent, in the middle of the Zoniën forest.",1,-1,0,-1,-1,-1,-1,0
1716,5,"There are two rooms with each a kingsize bed in it, we were appointed the one next to the bathroom which seemed very nice up until we tried to sleep in it. The sheets felt like they were coated with plastic, the matress was very hard but managed to form a deep hole after 10 minutes and the pillows fell flat immediately. We wondered why they gave us the uncomfortable bed, whereas the other bed felt very comfortable with nice sheets and good pillows, but after closing the windows for a while we found out it was because of the horrible sewer smell.
The bedroom was connected to the staircase of the owners with a wooden door and was above some kind of bar/livingroom where the owners were entertaing some guest till 1am and were running up and down the stairs which made it even harder to sleep.
The room didn't seem very clean. We found an open can in the fridge and clothes in the drawers.
The television didn't work. 
Curtains in the bathroom would have been nice.,

The location was very nice. With better weather the swimming pool would have been very nice. Hiking paths pass right next to the house. It's pretty spacious although not very functional.",1,-1,-1,-1,-1,0,0,0
25907,8,"The check-in and check-out times are really not convenient especially if you are travelling to Bruges just for the week-end which is enough to explore and discover this small yet beautiful city. 
I would have appreciate a later check-out (12 or 1 pm) as it was raining all-day long during our time (first week-end of July).  My sister whom I was travelling with was pregnant and she would have needed to rest a little bit. 
The host told me that we couldn't check-out later because of the cleaning lady hours. She had 5:30 hours to clean a bedroom and a bathroom ! I think that should be reviewed in order for guest to fully enjoy theirs bookings. 
A dirty towel was left in the bathroom and the bed lamps were not cleaned at all inside, full of dust !,

The rooms are very well decorated with taste. Bathroom is super nice and big with a window overlooking a quiet courtyard. The view from the room is really nice. The room is well located thos you need a little more than 5 minutes to reach the city centre. It is about 10 minutes to 15 if you discover Bruges for the first time and that you will probably stop at times :)",1,1,-1,-1,0,0,0,1
13027,2.5,"In cold weather, we had to wait outside for at least 40 mins to get the key! At the beginning, the lady even asked us to wait for more than 1 hour! 
In the hall smelled always smoking...
The door was very difficult to open with the key...it took a couple of mins to open.
The cleaner who open the door had a cold face and does speak any English. 
All the beds are super small, we could not sleep well!
Charged 20 euros per day for a little baby but did not provide any service... （normal hotels offer free bed for children under 3 years）.
In the small room, the cabinet smells very bad because of the poor furniture quality... one of the curtains was broken.
Thanks for this experience, I would always just select a hotel in the future!,

Although it said the breakfast was included... but only 2 small bags of mini bread were there for 4 adults for 2 nights stay! No milk, no eggs. Just some butter and gel in the fridge... the first day you finished all food, but no new food for the next day! Therefore, including breakfast is just for attracting people.",0,-1,-1,-1,-1,-1,-1,-1
